sentences
"1	« 10 000 décès par semaine, c’est 10 000 de trop »"
"5760	Au moins trois personnes ont été tuées et une dizaine blessées, selon des résidents."
"5761	Au moins trois personnes sont mortes et trois autres ont été blessées lors d’une attaque par arme à feu dans le centre de Paris, vendredi 23 décembre peu avant midi."
5762	Au moins une bonbonne a explosé.»
5763	Au moins une centaine de personnes ont marché derrière le carrosse blanc avec le cercueil devant lequel se trouvaient des chevaux blancs.
5764	Au moins une douzaine.
"5765	Au moins une personne a été tuée mardi dans une attaque de drones sur un bâtiment de Kiev, la capitale ukrainienne, a constaté l'AFP sur place."
"5766	Au moins une personne est en possession d’une arme blanche, ivre et dandinant."
5767	Au moins un manifestant est décédé durant les manifestations du jeudi 13 janvier à Khartoum et de nombreux autres ont été blessés.
"5768	Au moins vingt-cinq minutes par jour, cinq fois par semaine."
"5769	Au moins vingt-trois dissidents de l’ancienne guérilla des FARC ont été abattus lors d’opérations de l’armée colombienne, a annoncé jeudi le ministère de la Défense."
"5770	Au mois d’août 2019, le bourgmestre de Trois-Ponts, Francis Bairin, avait fait expulser le septuagénaire d’un logement qu’il occupait et qu’il avait rendu insalubre."
"5771	Au mois d'août, c'est la Corse qui a été victime de violents orages, faisant cinq morts dont deux en mer."
"5772	«Au mois d’avril, il y avait environ 400 maisons sur le marché."
"5773	Au mois de décembre, l’ancienne ministre avait déjà appelé Anne Hidalgo à renoncer à être candidate et à laisser place à Yannick Jadot ou Jean-Luc Mélenchon."
"5774	Au mois de janvier, Emmanuel Macron avait pourtant invité les représentants des «rapatriés» à l’Élysée, en vue d’un discours dans lequel, pour la première…"
"5775	Au mois de juin, le photographe Romane-Fabien Girardi avait déjà alerté sur la situation de ce lac, postant plusieurs clichés et vidéos sur son compte Facebook."
"5776	Au mois de mars 2020, l’armée américaine avait évoqué ses inquiétudes sur le fait qu’elle n’avait pas obtenu d’accès aux codes sources sous-jacents – ce qui rend moins probable de nouvelles acquisitions de sa part."
"5777	Au mois de novembre 2014, Subban se retrouve à la Une du magasine Sports Illustrated."
"5778	Au mois d’octobre, Kahana avait écrit sur Facebook qu’il ne croyait pas à « l’obligation » d’un mariage par le biais du Rabbinat et que « les tensions entre la religion et l’État doivent être résolues grâce à un large consensus social »."
"5779	Au moment d'arriver à destination, la jeune femme passe un coup de fil, parle en arabe."
"5780	Au moment de cette tragédie, ce dernier se baignait au bord du cours d’eau en compagnie de trois amis, dont un est encore adolescent."
"5781	Au moment d’écrire ces lignes, aucun autre candidat ne s’était encore manifesté."
"5782	Au moment d’écrire ces lignes, il n’était pas prévu que François Legault ou Christian Dubé fassent le point sur la pandémie en conférence de presse, aujourd’hui, comme c’était redevenu l’habitude depuis le retour des Fêtes."
"5783	Au moment d’écrire ces lignes, n’avait pas obtenu les réactions d’ITUM."
"5784	Au moment d’écrire ces lignes, n’ayant pas de nouvelles du vendeur, Marie-Claude a finalement retiré sa promesse d’achat."
"5785	Au moment d'écrire ces lignes, on aurait recensé trois cas de variole du singe en Flandre."
"5786	Au moment d’écrire ces lignes, on ignore qui sera candidat pour le parti dans Ungava."
"5787	Au moment de faire ses adieux, le capitaine de la Praille a publié un message poignant sur les réseaux sociaux."
"5788	« Au moment de la catastrophe, nous avons dit à toute l'entreprise d'être transparents même si cela allait être douloureux."
"5789	Au moment de l'accident, au moins 49 mineurs se trouvaient dans la mine, a-t-il ajouté."
"5790	Au moment de l’achat de sa résidence en 2019, il se présentait comme camionneur."
"5791	Au moment de l'achat, vous devrez entrer votre nom et votre pièce d'identité pour que ces informations apparaissent sur votre billet."
"5792	Au moment de l’arrestation de Madoff, de faux relevés de compte indiquaient aux clients que leurs avoirs valaient 60 milliards de dollars."
"5793	Au moment de la sortie de en 2013, elle nous disait être mal à l’aise avec l’idée d’être perçue comme une star et éprouver une certaine difficulté à se prêter au jeu des interviews."
"5794	Au moment de l’attaque, «jusqu’à un millier de personnes», essentiellement des «femmes, enfants et personnes âgées», s’étaient réfugiées dans ce bâtiment, selon la même source."
"5795	Au moment de me transmettre la flamme, les avant-derniers porteurs m’ont dit : “Nous sommes fiers que ce soit vous, M.Platini !”. Ça m’a fait plaisir."
"5796	Au moment de mettre sous presse, le concert battait encore son plein, les danseurs de Dua Lipa offrant un interlude musical le temps d’un changement de costume."
"5797	Au moment de Pessah, de nombreux aliments sont proscrits par la religion et par décret de l’État et la consommation d’œufs augmente de 10 % à 22 œufs par personne."
"5798	Au moment de publier, le bilan de la fusillade était de 21 personnes : 19 enfants et deux adultes, dont une enseignante nommée Eva Mireles."
"5799	Au moment de rencontrer la presse en matinée, Dufour ne savait toujours pas qui des Cataractes ou des Bulldogs de Hamilton son équipe allait affronter en finale."
"5800	Au moment de repêcher l’ancien de l’Océanic de Rimouski, le Lightning en était à sa sixième saison d’activité."
"5801	Au moment des faits, il assurait un service d'entretien en qualité d'auxiliaire d'étage."
"5802	Au moment des faits, il était sous surveillance électronique."
"5803	Au moment des faits, il portait des pantalons noirs avec trois bandes blanches sur les côtés et une petite étiquette rouge, un chandail à capuchon noir, un manteau noir avec un logo blanc à l’avant du côté gauche ainsi qu’une paire de gants noirs."
"5804	Au moment de son décès, il était engagé dans la réalisation du film de David Oelhoffen, sur la Légion étrangère, dont la sortie est prévue en 2023."
"5805	Au moment de tourner la page, quel moment restera comme le plus fort de votre mondial?"
"5806	Au moment d'être suspendu, le 12 août, Tatis était sur le point de revenir au jeu à la suite d'une opération au poignet gauche."
"5807	Au moment d'utiliser la neige, la sciure est retirée et stockée en un tas distinct en attendant d’être réutilisée l’année prochaine, et la neige transportée par camions puis étalée."
"5808	Au moment opportun, il lui plaira de nous trouver ce point de chute qui nous permettra de rendre d’énormes services à notre parti."
"5809	Au moment où ces lignes sont écrites, on ne sait rien, ou presque, de la nouvelle mise à jour majeure que devrait accueillir Fortnite."
"5810	Au moment où j’étais en fonction (à partir de 2011), la requête introduite par les EABA a fait l’objet de plusieurs discussions."
"5811	Au moment où je vous parle, non."
"5812	Au moment où la commission d’organisation du CHAN est entrain de peaufiner les derniers préparatifs, les menaces de boycott du tournoi s’enchainent."
"5813	« Au moment où le bailleur se retire, il était bon que les premiers superviseurs de l’éducation en région soient briefés à cela, afin qu’ils s’approprient ce dispositif, et suivent ce qui se passe dans leur région », a-t-il ajouté."
"5814	Au moment où l’on se parle, un soumissionnaire s’est manifesté », a fait savoir François St-Cyr."
"5815	Au moment où Moscou cherche par tous les moyens à recruter plus d'hommes pour aller au front en Ukraine, M. Poutine a également signé samedi une loi qui facilite l'accès à la nationalité russe pour les étrangers s'engageant dans l'armée."
"5816	""Au moment où nous nous souvenons du 11-Septembre et des vies innocentes perdues, nous nous souvenons aussi de la solidarité qui nous avait soudés pendant ces heures sombres"", a tweeté le président ukrainien Volodymyr Zelensky."
"5817	Au moment où vous lisez ces lignes, l’Ukrainien moyen ne cherche pas à être en équilibre avec le cosmos."
"5818	Au Mondial de l'automobile de Paris, le patron du groupe Stellantis (qui détient Peugeot, Citroën, Fiat, Chrysler."
"5819	""Au motif de véhiculer la propagande russe et la désinformation, Sputnik vient de faire l’objet d’une censure – donc banni de l’espace européen – une décision inique, car la propagande existe bel et bien dans les deux camps"", estime notre intervenant."
"5820	Au Musée d’art et d’histoire toujours, les 19, 20 et 21 mai – le Mapping croise la Nuit des musées – le public sera invité par groupe de cinq à se faire guider à travers les couloirs du bâtiment."
"5821	À un an d'écart (par rapport au deuxième trimestre 2021), la croissance s'est établie à 3,3%, indiquent la Banque nationale et l'Institut des comptes nationaux dans un communiqué."
"5822	À un an de l’élection, le politologue et directeur de l’IFOP Jérôme Fourquet explique les ressorts du duel attendu Macron-Le Pen."
"5823	À un certain point à la droite, elle est large de 60 verges."
"5824	«À une cinquantaine de mètres, j’ai commencé à klaxonner et à lui faire des signaux.»"
"5825	A une dizaine de jours du Grand Chelem parisien, son pied gauche, rongé depuis qu'il a 18 ans par un mal «chronique et incurable» (nécrose de l'os scaphoïde), l'a trahi une fois de plus."
"5826	A une dizaine de jours du premier tour, plusieurs instituts de sondage estiment autour de 30% la part des électeurs ne se déplaçant pas aux urnes le 10 avril prochain."
"5827	À une employée de l’administration communale qui, sur un doute, l’a contacté, le policier a avoué ne pas s’être rendu sur les lieux."
"5828	À une époque où les softs sont vendus à 80 euros et où les grandes marques comprennent le besoin d’inclure un public qui a souvent été mis de côté, les options d’accessibilité sont bénéfiques pour tout le monde."
"5829	À une époque où on estime que les dépressions vont devenir la première cause d’invalidité (c’était la 2 jusqu’à maintenant), il est évidemment essentiel de trouver des thérapies le plus possible efficaces."
"5830	À une heure de la fin du sondage, 57,4% des plus de 16 millions de participants avaient voté oui."
"5831	Au Népal, nous avons construit un château d’eau de 100 mètres cubes."
"5832	À une poignée de jours du deuxième tour de l’élection au Conseil d’État vaudois, quelles sont les tactiques de l’Alliance vaudoise et du ticket rose-vert?"
"5833	A une question sur l’hypothèse d’une confrontation armée directe entre les deux pays, Bourita s’est contenté de répéter : « Le Maroc n’est pas dans l’escalade."
"5834	À une semaine de la conférence sur le climat, sur fond de guerre en Ukraine et crise énergétique, l’objectif de l’Accord de Paris est de moins en moins tenable."
"5835	A une semaine de la finale de la Coupe de France face à Angers, retour sur la dernière finale jouée par les Rapaces."
"5836	À une semaine de l’entame du championnat de la Ligue 1 Uber Eats version 2022/2023, l’attaquant vedette de la sélection nationale semble avoir assuré une place de titulaire."
"5837	À une semaine du sommet face aux champions du Monde sud-africains, voilà de quoi voir venir."
"5838	À une soixantaine de kilomètres au nord, Tchernihiv a été intensément bombardée jeudi et plusieurs zones résidentielles ont été atteintes."
"5839	Aung San Suu Kyi, âgée de 77 ans, est apparue en bonne santé au tribunal, et n’a fait aucun commentaire après la lecture du jugement, selon cette source."
